transaction id,user id,amount,time,device id,user location,merchant location,ip address
TX25,USER25,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX26,USER26,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX27,USER27,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX28,USER28,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX29,USER29,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX30,USER30,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX31,USER31,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX32,USER32,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX33,USER33,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX34,USER34,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX35,USER35,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX36,USER36,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX37,USER37,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX38,USER38,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX39,USER39,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX40,USER40,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX41,USER41,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX42,USER42,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX43,USER43,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX44,USER44,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX45,USER45,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX46,USER46,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX47,USER47,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX48,USER48,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX49,USER49,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX50,USER50,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX51,USER51,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX52,USER52,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX53,USER53,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX54,USER54,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX55,USER55,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX56,USER56,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX57,USER57,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX58,USER58,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX59,USER59,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX60,USER60,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX61,USER61,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX62,USER62,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX63,USER63,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX64,USER64,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX65,USER65,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX66,USER66,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX67,USER67,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX68,USER68,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX69,USER69,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX70,USER70,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX71,USER71,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX72,USER72,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX73,USER73,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX74,USER74,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX75,USER75,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX76,USER76,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX77,USER77,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX78,USER78,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX79,USER79,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX80,USER80,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX81,USER81,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX82,USER82,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX83,USER83,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX84,USER84,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX85,USER85,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX86,USER86,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX87,USER87,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX88,USER88,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX89,USER89,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX90,USER90,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX91,USER91,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX92,USER92,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX93,USER93,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX94,USER94,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX95,USER95,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX96,USER96,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX97,USER97,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX98,USER98,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX99,USER99,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX100,USER100,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX101,USER101,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX102,USER102,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX103,USER103,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX104,USER104,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX105,USER105,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX106,USER106,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX107,USER107,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX108,USER108,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX109,USER109,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX110,USER110,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX111,USER111,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX112,USER112,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX113,USER113,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX114,USER114,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX115,USER115,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX116,USER116,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX117,USER117,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX118,USER118,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX119,USER119,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX120,USER120,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX121,USER121,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX122,USER122,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX123,USER123,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX124,USER124,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX125,USER125,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX126,USER126,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX127,USER127,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX128,USER128,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX129,USER129,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX130,USER130,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX131,USER131,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX132,USER132,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX133,USER133,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX134,USER134,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX135,USER135,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX136,USER136,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX137,USER137,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX138,USER138,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX139,USER139,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX140,USER140,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX141,USER141,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX142,USER142,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX143,USER143,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX144,USER144,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX145,USER145,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX146,USER146,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX147,USER147,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX148,USER148,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX149,USER149,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX150,USER150,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX151,USER151,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX152,USER152,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX153,USER153,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX154,USER154,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX155,USER155,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX156,USER156,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX157,USER157,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX158,USER158,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX159,USER159,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX160,USER160,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX161,USER161,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX162,USER162,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX163,USER163,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX164,USER164,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX165,USER165,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX166,USER166,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX167,USER167,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX168,USER168,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX169,USER169,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX170,USER170,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX171,USER171,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX172,USER172,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX173,USER173,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX174,USER174,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX175,USER175,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX176,USER176,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX177,USER177,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX178,USER178,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX179,USER179,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX180,USER180,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX181,USER181,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX182,USER182,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX183,USER183,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX184,USER184,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX185,USER185,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX186,USER186,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX187,USER187,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX188,USER188,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX189,USER189,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX190,USER190,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX191,USER191,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX192,USER192,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX193,USER193,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX194,USER194,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX195,USER195,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX196,USER196,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX197,USER197,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX198,USER198,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX199,USER199,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX200,USER200,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX201,USER201,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX202,USER202,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX203,USER203,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX204,USER204,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX205,USER205,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX206,USER206,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX207,USER207,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX208,USER208,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX209,USER209,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX210,USER210,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX211,USER211,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX212,USER212,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX213,USER213,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX214,USER214,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX215,USER215,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX216,USER216,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX217,USER217,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX218,USER218,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX219,USER219,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX220,USER220,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX221,USER221,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX222,USER222,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX223,USER223,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX224,USER224,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX225,USER225,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX226,USER226,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX227,USER227,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX228,USER228,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX229,USER229,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX230,USER230,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX231,USER231,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX232,USER232,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX233,USER233,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX234,USER234,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX235,USER235,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX236,USER236,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX237,USER237,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX238,USER238,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX239,USER239,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX240,USER240,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX241,USER241,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX242,USER242,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX243,USER243,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX244,USER244,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX245,USER245,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX246,USER246,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX247,USER247,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX248,USER248,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX249,USER249,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX250,USER250,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX251,USER251,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX252,USER252,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX253,USER253,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX254,USER254,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX255,USER255,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX256,USER256,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX257,USER257,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX258,USER258,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX259,USER259,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX260,USER260,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX261,USER261,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX262,USER262,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX263,USER263,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX264,USER264,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX265,USER265,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX266,USER266,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX267,USER267,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX268,USER268,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX269,USER269,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX270,USER270,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX271,USER271,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX272,USER272,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX273,USER273,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX274,USER274,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX275,USER275,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX276,USER276,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX277,USER277,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX278,USER278,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX279,USER279,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX280,USER280,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX281,USER281,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX282,USER282,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX283,USER283,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX284,USER284,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX285,USER285,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX286,USER286,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX287,USER287,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX288,USER288,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX289,USER289,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX290,USER290,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX291,USER291,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX292,USER292,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX293,USER293,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX294,USER294,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX295,USER295,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX296,USER296,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX297,USER297,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX298,USER298,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX299,USER299,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX300,USER300,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX301,USER301,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX302,USER302,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX303,USER303,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX304,USER304,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX305,USER305,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX306,USER306,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX307,USER307,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX308,USER308,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX309,USER309,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX310,USER310,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX311,USER311,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX312,USER312,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX313,USER313,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX314,USER314,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX315,USER315,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX316,USER316,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX317,USER317,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX318,USER318,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX319,USER319,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX320,USER320,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX321,USER321,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX322,USER322,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX323,USER323,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX324,USER324,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX325,USER325,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX326,USER326,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX327,USER327,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX328,USER328,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX329,USER329,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX330,USER330,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
TX331,USER331,100,2024-01-01 12:00:00,DEV1,New York,New York,127.0.0.1
